customer_id,age,gender,province,region,jewelry_category,material,karat_purity,weight_grams,has_gemstone,occasion,purchase_amount_vnd,estimated_monthly_income_vnd,review_rating,membership_status,discount_applied,promo_code_used,payment_method,shipping_type,purchase_channel,previous_purchases,frequency_of_purchases,recency_proxy_days,monetary_est_vnd,clv_est_vnd,next_period_spend_est_vnd,churn,cluster,cluster_name,churn_proba
443,24,Nữ,Hưng Yên,Miền Bắc,Bông tai,Vàng 24K,24,2.18,0,Sinh nhật,4836000.0,16644000.0,4.3,Có,Có,Có,Thẻ tín dụng,Giao hàng nhanh,Online,21,Hàng quý,91.0,20311000.0,24478817.0,1584903.0,0,3,Khách hàng trung thành,0.07324492819475545
444,41,Nam,Đắk Lắk,Miền Trung,Dây chuyền,Bạc,5,13.2,0,Tự mua sắm,1303000.0,12202000.0,2.9,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,15,Hàng năm,406.0,3909000.0,3579862.0,60451.0,1,2,Khách hàng có nguy cơ rời bỏ,0.7676276631047122
445,42,Nữ,Đà Nẵng,Miền Trung,Bông tai,Vàng đính đá quý,18,3.98,1,Tự mua sắm,11155000.0,21223000.0,2.7,Có,Không,Không,Tiền mặt,Giao hàng tiêu chuẩn,Tại cửa hàng,21,Hai tuần một lần,15.0,46851000.0,51292475.0,21952112.0,0,3,Khách hàng trung thành,0.47854975618938805
446,49,Nam,Bà Rịa - Vũng Tàu,Miền Nam,Dây chuyền,Bạch kim,20,8.65,0,Cưới hỏi,14473000.0,27714000.0,2.8,Không,Có,Không,Tiền mặt,Giao hàng tiêu chuẩn,Online,8,Nửa năm một lần,209.0,23157000.0,21075186.0,1589666.0,1,0,Khách hàng phổ thông / mới,0.6841455613587832
447,33,Nam,Tiền Giang,Miền Nam,Vòng tay,Bạc,5,12.37,0,Tự mua sắm,984000.0,30599000.0,3.2,Không,Có,Không,Thẻ tín dụng,Giao hàng tiêu chuẩn,Online,6,Hàng tháng,32.0,1181000.0,1101755.0,1033699.0,0,0,Khách hàng phổ thông / mới,0.40335280257402956
448,63,Nữ,Nam Định,Miền Bắc,Vòng tay,Bạc,5,19.95,0,Cưới hỏi,742000.0,18112000.0,4.6,Có,Không,Không,Tiền mặt,Giao hàng nhanh,Tại cửa hàng,17,Hàng tuần,7.0,2523000.0,3092946.0,2372889.0,0,0,Khách hàng phổ thông / mới,0.24488517990897715
449,43,Nữ,Hải Phòng,Miền Bắc,Dây chuyền,Vàng đính đá quý,18,3.38,1,Lễ/Tết,11923000.0,13159000.0,2.9,Có,Không,Không,Thẻ tín dụng,Nhận tại cửa hàng,Tại cửa hàng,2,Hàng quý,83.0,4769000.0,5286913.0,3580441.0,0,0,Khách hàng phổ thông / mới,0.4635878364228081
450,31,Nữ,Đồng Nai,Miền Nam,Dây chuyền,Vàng 24K,24,4.93,0,Quà tặng gia đình,11308000.0,23232000.0,2.6,Không,Không,Có,Ví điện tử (Momo/ZaloPay),Giao hàng tiêu chuẩn,Online,7,Hàng tháng,31.0,15831000.0,14227320.0,9931021.0,0,0,Khách hàng phổ thông / mới,0.5474649269726997
451,64,Nữ,Tây Ninh,Miền Nam,Trang sức bộ,Vàng 24K,24,31.64,0,Cưới hỏi,63122000.0,24354000.0,4.6,Không,Có,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Tại cửa hàng,2,Hàng tuần,7.0,25249000.0,25569662.0,153261775.0,0,0,Khách hàng phổ thông / mới,0.23626375285463833
452,62,Nữ,Bà Rịa - Vũng Tàu,Miền Nam,Dây chuyền,Bạch kim,20,9.42,0,Tự mua sắm,17739000.0,21793000.0,3.4,Không,Không,Có,Thẻ tín dụng,Giao hàng tiêu chuẩn,Tại cửa hàng,11,Hàng quý,88.0,39026000.0,36852252.0,5979158.0,0,0,Khách hàng phổ thông / mới,0.3651963158118459
453,41,Nữ,Hà Nội,Miền Bắc,Lắc chân,Vàng 24K,24,11.96,0,Lễ/Tết,26107000.0,16014000.0,4.0,Không,Không,Có,Thẻ tín dụng,Nhận tại cửa hàng,Online,28,Hàng tháng,33.0,146199000.0,143055722.0,27814056.0,0,1,Khách hàng VIP (giá trị cao nhất),0.3069207210022256
454,19,Nữ,Hải Dương,Miền Bắc,Bông tai,Vàng 18K,18,4.42,0,Sinh nhật,6714000.0,9978000.0,2.7,Có,Có,Có,Thẻ tín dụng,Giao hàng tiêu chuẩn,Online,16,Hàng quý,101.0,21485000.0,23521778.0,1640415.0,0,3,Khách hàng trung thành,0.14361975081752282
455,46,Nữ,Hà Nội,Miền Bắc,Vòng tay,Vàng 18K,18,15.85,0,Quà tặng người yêu,24994000.0,25482000.0,4.8,Không,Không,Không,Tiền mặt,Giao hàng tiêu chuẩn,Online,23,Hàng tuần,7.0,114972000.0,117742825.0,81784995.0,0,1,Khách hàng VIP (giá trị cao nhất),0.449851537900222
456,44,Nữ,Cần Thơ,Miền Nam,Nhẫn,Vàng 18K,18,5.27,0,Tự mua sắm,8214000.0,26916000.0,3.8,Không,Không,Có,Tiền mặt,Giao hàng tiêu chuẩn,Online,23,Hàng quý,77.0,37784000.0,36540906.0,2894807.0,1,3,Khách hàng trung thành,0.540806804800934
457,25,Nữ,Đắk Lắk,Miền Trung,Nhẫn,Vàng 24K,24,1.61,0,Sinh nhật,3555000.0,16980000.0,2.7,Không,Có,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,4,Hàng quý,100.0,2844000.0,2572114.0,914292.0,0,0,Khách hàng phổ thông / mới,0.47168132700285315
458,48,Nữ,Khánh Hòa,Miền Trung,Nhẫn,Bạc,5,7.4,0,Quà tặng người yêu,300000.0,32854000.0,4.1,Không,Không,Không,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Online,29,Hàng quý,78.0,1740000.0,1712508.0,113162.0,0,3,Khách hàng trung thành,0.4838862378040029
459,58,Nam,Bình Định,Miền Trung,Vòng tay,Vàng 18K,18,12.85,0,Tự mua sắm,18211000.0,23134000.0,3.4,Không,Có,Có,Chuyển khoản ngân hàng,Giao hàng tiêu chuẩn,Online,5,Nửa năm một lần,179.0,18211000.0,17196647.0,2483379.0,0,0,Khách hàng phổ thông / mới,0.3012409583603233
460,23,Nữ,Hải Dương,Miền Bắc,Trang sức bộ,Bạc,5,10.23,0,Sinh nhật,1824000.0,20389500.0,3.4,Không,Không,Không,Thẻ tín dụng,Giao hàng nhanh,Online,8,Hàng năm,347.0,2918000.0,2755467.0,141979.0,1,2,Khách hàng có nguy cơ rời bỏ,0.7177414967621977
461,52,Nữ,Gia Lai,Miền Trung,Lắc chân,Vàng 18K,18,4.89,1,Quà tặng người yêu,9666000.0,12840000.0,3.5,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng tiêu chuẩn,Online,20,Hàng tuần,7.0,38664000.0,36730800.0,22745509.0,0,3,Khách hàng trung thành,0.5146317141863852
462,24,Nữ,Hà Nội,Miền Bắc,Nhẫn,Vàng đính đá quý,18,3.78,1,Quà tặng gia đình,11188000.0,7537000.0,3.8,Có,Có,Không,Tiền mặt,Giao hàng tiêu chuẩn,Tại cửa hàng,15,Hàng quý,94.0,33564000.0,39293375.0,4833396.0,0,3,Khách hàng trung thành,0.16497915662815985
463,53,Nữ,TP. Hồ Chí Minh,Miền Nam,Dây chuyền,Bạc,5,6.43,0,Cưới hỏi,672000.0,17596000.0,4.0,Có,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng tiêu chuẩn,Tại cửa hàng,7,Hàng năm,404.0,941000.0,1114614.0,50218.0,0,2,Khách hàng có nguy cơ rời bỏ,0.3365623875453024
464,38,Nam,TP. Hồ Chí Minh,Miền Nam,Nhẫn,Vàng đính đá quý,18,1.68,1,Sinh nhật,7470000.0,22861000.0,2.9,Không,Có,Không,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Tại cửa hàng,11,Nửa năm một lần,194.0,16434000.0,15050257.0,1009662.0,1,0,Khách hàng phổ thông / mới,0.6339789850322916
465,18,Nữ,TP. Hồ Chí Minh,Miền Nam,Trang sức bộ,Vàng 18K,18,17.01,0,Tự mua sắm,24078000.0,35415000.0,4.4,Không,Có,Không,Thẻ tín dụng,Giao hàng nhanh,Online,13,Hàng năm,358.0,62603000.0,62684384.0,2095424.0,1,2,Khách hàng có nguy cơ rời bỏ,0.4897361301606789
466,64,Nam,Lào Cai,Miền Bắc,Nhẫn,Vàng 24K,24,7.33,0,Quà tặng người yêu,14650000.0,22313000.0,2.6,Không,Có,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,19,Nửa năm một lần,197.0,55670000.0,50030629.0,2185856.0,1,3,Khách hàng trung thành,0.6182220737169649
467,25,Nữ,Cần Thơ,Miền Nam,Nhẫn,Bạch kim,20,5.33,0,Tự mua sắm,9978000.0,23646000.0,4.2,Có,Không,Có,Thẻ tín dụng,Giao hàng tiêu chuẩn,Online,24,Nửa năm một lần,190.0,47894000.0,57391380.0,1512810.0,0,3,Khách hàng trung thành,0.189243036284994
468,46,Nữ,TP. Hồ Chí Minh,Miền Nam,Bông tai,Bạch kim,20,2.63,0,Tự mua sắm,5580000.0,14969000.0,3.0,Có,Không,Không,Thẻ tín dụng,Giao hàng tiêu chuẩn,Online,11,Hai tuần một lần,14.0,12276000.0,13693878.0,13279005.0,0,0,Khách hàng phổ thông / mới,0.5115252982087548
469,26,Nữ,Bắc Ninh,Miền Bắc,Vòng tay,Vàng 24K,24,6.32,0,Sinh nhật,13026000.0,21021000.0,3.6,Không,Có,Có,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Online,12,Hàng tháng,29.0,31262000.0,29877093.0,15312531.0,0,0,Khách hàng phổ thông / mới,0.21151381335963643
470,62,Nữ,Thái Nguyên,Miền Bắc,Nhẫn,Bạc,5,6.38,0,Sinh nhật,762000.0,22266000.0,3.9,Không,Không,Không,Chuyển khoản ngân hàng,Giao hàng nhanh,Online,3,Nửa năm một lần,181.0,457000.0,444570.0,114238.0,1,0,Khách hàng phổ thông / mới,0.6462407773231689
471,53,Nữ,Quảng Ngãi,Miền Trung,Bông tai,Bạc,5,4.59,1,Quà tặng gia đình,5499000.0,14562000.0,4.1,Có,Không,Không,Chuyển khoản ngân hàng,Giao hàng tiêu chuẩn,Online,29,Hàng quý,98.0,31894000.0,37998512.0,1508891.0,0,3,Khách hàng trung thành,0.2438309914900372
472,56,Nữ,Vĩnh Phúc,Miền Bắc,Nhẫn,Vàng 24K,24,1.52,0,Quà tặng gia đình,3633000.0,30727000.0,4.5,Có,Không,Không,Thẻ tín dụng,Giao hàng nhanh,Online,19,Nửa năm một lần,192.0,13805000.0,16828295.0,539552.0,1,3,Khách hàng trung thành,0.4616068223621399
473,38,Nữ,Hải Phòng,Miền Bắc,Nhẫn,Bạc,5,7.96,0,Quà tặng người yêu,651000.0,19342000.0,3.8,Không,Có,Không,Thẻ tín dụng,Giao hàng nhanh,Online,8,Hàng năm,399.0,1042000.0,1007718.0,28666.0,0,2,Khách hàng có nguy cơ rời bỏ,0.3658185548654677
474,40,Nữ,Quảng Ninh,Miền Bắc,Nhẫn,Vàng 18K,18,3.23,0,Cưới hỏi,4647000.0,28138000.0,4.7,Có,Có,Không,Thẻ tín dụng,Giao hàng nhanh,Online,2,Hàng tháng,34.0,1859000.0,2291775.0,2982003.0,0,0,Khách hàng phổ thông / mới,0.14798834931952898
475,48,Nữ,Quảng Ninh,Miền Bắc,Dây chuyền,Vàng 24K,24,6.15,0,Sinh nhật,13659000.0,20948000.0,4.9,Không,Không,Có,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,29,Hàng quý,103.0,79222000.0,81582816.0,4957172.0,0,3,Khách hàng trung thành,0.32388229448804223
476,55,Nam,Quảng Nam,Miền Trung,Trang sức bộ,Vàng đính đá quý,18,17.53,1,Quà tặng gia đình,32605000.0,18980000.0,4.9,Không,Có,Không,Thẻ tín dụng,Nhận tại cửa hàng,Tại cửa hàng,2,Hàng năm,411.0,13042000.0,13430652.0,3084610.0,1,2,Khách hàng có nguy cơ rời bỏ,0.29883834497655803
477,58,Nữ,Gia Lai,Miền Trung,Vòng tay,Vàng 18K,18,19.43,1,Lễ/Tết,32415000.0,16011000.0,3.3,Có,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng tiêu chuẩn,Tại cửa hàng,6,Hàng năm,393.0,38898000.0,44195908.0,2363508.0,0,2,Khách hàng có nguy cơ rời bỏ,0.3607058787768429
478,18,Nam,Quảng Ninh,Miền Bắc,Bông tai,Bạch kim,20,5.21,0,Sinh nhật,9770000.0,16627000.0,2.6,Không,Không,Không,Tiền mặt,Giao hàng nhanh,Online,27,Hàng năm,419.0,52758000.0,47413615.0,772119.0,1,2,Khách hàng có nguy cơ rời bỏ,0.7460775211403956
479,49,Nữ,TP. Hồ Chí Minh,Miền Nam,Dây chuyền,Bạc,5,10.65,0,Lễ/Tết,881000.0,31193000.0,4.3,Có,Không,Có,Tiền mặt,Nhận tại cửa hàng,Online,11,Nửa năm một lần,181.0,1938000.0,2335678.0,154203.0,0,0,Khách hàng phổ thông / mới,0.15891222256381368
480,23,Nữ,Hưng Yên,Miền Bắc,Bông tai,Vàng đính đá quý,18,3.47,1,Cưới hỏi,8079000.0,13089000.0,3.1,Không,Có,Không,Thẻ tín dụng,Nhận tại cửa hàng,Online,27,Hàng năm,326.0,43627000.0,40450954.0,1155494.0,1,2,Khách hàng có nguy cơ rời bỏ,0.6344778399156012
481,31,Nữ,Vĩnh Phúc,Miền Bắc,Trang sức bộ,Vàng 18K,18,18.18,0,Cưới hỏi,29469000.0,24524000.0,4.4,Không,Không,Có,Tiền mặt,Nhận tại cửa hàng,Online,17,Hàng quý,98.0,100195000.0,100325254.0,10839090.0,0,1,Khách hàng VIP (giá trị cao nhất),0.2699666331983642
482,57,Nam,Nam Định,Miền Bắc,Dây chuyền,Vàng 18K,18,7.02,1,Tự mua sắm,16611000.0,19242000.0,2.5,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Nhận tại cửa hàng,Online,17,Hai tuần một lần,13.0,56477000.0,50433961.0,37450451.0,0,3,Khách hàng trung thành,0.6808497123242199
483,30,Nữ,Đồng Nai,Miền Nam,Trang sức bộ,Vàng 18K,18,18.14,0,Cưới hỏi,29588000.0,23926000.0,4.4,Có,Không,Có,Thẻ tín dụng,Giao hàng tiêu chuẩn,Tại cửa hàng,28,Hàng tháng,30.0,165693000.0,200836485.0,24498944.0,0,1,Khách hàng VIP (giá trị cao nhất),0.11058337944599311
484,56,Nữ,Kiên Giang,Miền Nam,Bông tai,Bạc,5,5.31,0,Tự mua sắm,311000.0,22808000.0,2.7,Có,Có,Không,Tiền mặt,Nhận tại cửa hàng,Online,1,Hàng quý,101.0,62000.0,67878.0,65665.0,0,0,Khách hàng phổ thông / mới,0.29559298650780674
485,40,Nam,Quảng Nam,Miền Trung,Bông tai,Vàng 18K,18,4.41,0,Sinh nhật,6347000.0,11067000.0,4.7,Có,Có,Không,Chuyển khoản ngân hàng,Giao hàng tiêu chuẩn,Online,11,Hàng năm,396.0,13963000.0,17213586.0,498443.0,0,2,Khách hàng có nguy cơ rời bỏ,0.18591783694619846
486,29,Nam,Hà Nội,Miền Bắc,Dây chuyền,Bạc,5,7.88,0,Tự mua sắm,631000.0,20900000.0,4.1,Không,Có,Có,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,11,Hàng quý,85.0,1388000.0,1366070.0,192386.0,0,0,Khách hàng phổ thông / mới,0.16566707365001615
487,34,Nữ,Hải Dương,Miền Bắc,Bông tai,Vàng 18K,18,5.97,1,Quà tặng gia đình,13072000.0,35200000.0,2.9,Không,Có,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,22,Nửa năm một lần,167.0,57517000.0,52674069.0,1747095.0,1,3,Khách hàng trung thành,0.6575092803013736
488,43,Nữ,Quảng Ninh,Miền Bắc,Vòng tay,Vàng 24K,24,7.66,0,Cưới hỏi,17422000.0,22732000.0,3.8,Không,Không,Có,Tiền mặt,Nhận tại cửa hàng,Online,11,Hàng quý,93.0,38328000.0,37067009.0,4965927.0,0,0,Khách hàng phổ thông / mới,0.38701578986998797
489,54,Nam,Long An,Miền Nam,Trang sức bộ,Vàng đính đá quý,18,11.92,1,Sinh nhật,26478000.0,27729000.0,3.8,Có,Không,Có,Ví điện tử (Momo/ZaloPay),Nhận tại cửa hàng,Online,27,Nửa năm một lần,196.0,142981000.0,167387857.0,3263770.0,0,1,Khách hàng VIP (giá trị cao nhất),0.10038637772072577
490,47,Nữ,Hà Nội,Miền Bắc,Trang sức bộ,Bạch kim,20,19.2,1,Tự mua sắm,38973000.0,22901000.0,4.7,Không,Có,Không,Thẻ tín dụng,Nhận tại cửa hàng,Tại cửa hàng,22,Hàng tháng,32.0,171481000.0,174636250.0,47633001.0,0,1,Khách hàng VIP (giá trị cao nhất),0.3672713366927936
491,62,Nữ,Kiên Giang,Miền Nam,Dây chuyền,Vàng 18K,18,14.78,0,Quà tặng người yêu,23474000.0,27238000.0,3.8,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng tiêu chuẩn,Online,28,Hàng quý,97.0,131454000.0,127129163.0,8412127.0,1,1,Khách hàng VIP (giá trị cao nhất),0.570970586864843
492,59,Nữ,Gia Lai,Miền Trung,Trang sức bộ,Bạc,5,10.6,0,Tự mua sắm,1400000.0,16514000.0,3.9,Có,Không,Không,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Tại cửa hàng,25,Hàng tháng,26.0,7000000.0,8243200.0,1613066.0,0,3,Khách hàng trung thành,0.3040393312451664
493,54,Nữ,Khánh Hòa,Miền Trung,Lắc chân,Vàng 18K,18,3.73,1,Tự mua sắm,8901000.0,20390000.0,3.3,Không,Không,Có,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Online,23,Hàng quý,95.0,40945000.0,38430977.0,3559622.0,0,3,Khách hàng trung thành,0.40774533630152815
494,46,Nữ,Long An,Miền Nam,Vòng tay,Bạch kim,20,10.12,0,Quà tặng người yêu,19026000.0,26921000.0,4.3,Không,Không,Có,Ví điện tử (Momo/ZaloPay),Giao hàng tiêu chuẩn,Online,11,Hàng quý,94.0,41857000.0,41672829.0,6156690.0,0,0,Khách hàng phổ thông / mới,0.31650348705803255
495,31,Nữ,Hà Nội,Miền Bắc,Nhẫn,Vàng 18K,18,4.81,0,Lễ/Tết,12769000.0,17409000.0,2.6,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Tại cửa hàng,22,Nửa năm một lần,177.0,56184000.0,50492561.0,1828713.0,1,3,Khách hàng trung thành,0.7275037184922225
496,37,Nam,Bình Dương,Miền Nam,Nhẫn,Bạc,5,3.73,0,Sinh nhật,760000.0,27725000.0,4.9,Không,Không,Không,Tiền mặt,Giao hàng tiêu chuẩn,Online,13,Hàng quý,103.0,1976000.0,2034885.0,282048.0,0,0,Khách hàng phổ thông / mới,0.5504676196202278
497,23,Nữ,Hải Phòng,Miền Bắc,Nhẫn,Vàng 24K,24,5.91,0,Quà tặng người yêu,11327000.0,12355000.0,4.0,Có,Có,Không,Chuyển khoản ngân hàng,Giao hàng nhanh,Tại cửa hàng,11,Hàng năm,359.0,24919000.0,29516555.0,1038365.0,0,2,Khách hàng có nguy cơ rời bỏ,0.16980781440714737
498,35,Nam,Long An,Miền Nam,Nhẫn,Vàng 24K,24,7.12,0,Quà tặng người yêu,15786000.0,20512000.0,4.6,Không,Không,Không,Tiền mặt,Giao hàng tiêu chuẩn,Tại cửa hàng,7,Hàng năm,318.0,22100000.0,22380670.0,1211197.0,1,2,Khách hàng có nguy cơ rời bỏ,0.5724096711014693
499,62,Nam,Khánh Hòa,Miền Trung,Trang sức bộ,Bạch kim,20,26.76,0,Tự mua sắm,44917000.0,19908000.0,4.5,Không,Có,Không,Ví điện tử (Momo/ZaloPay),Giao hàng nhanh,Online,27,Hàng tháng,26.0,242552000.0,244249864.0,50051654.0,0,1,Khách hàng VIP (giá trị cao nhất),0.3762149087922584
500,38,Nữ,Hà Nội,Miền Bắc,Nhẫn,Vàng 18K,18,2.08,0,Quà tặng gia đình,3454000.0,20389500.0,3.0,Không,Không,Có,Chuyển khoản ngân hàng,Giao hàng tiêu chuẩn,Online,22,Hàng tháng,29.0,15198000.0,14004957.0,3009942.0,1,3,Khách hàng trung thành,0.6794557752894131
501,23,Nữ,Cần Thơ,Miền Nam,Bông tai,Vàng 24K,24,1.74,0,Cưới hỏi,4145000.0,16652000.0,3.2,Không,Không,Không,Tiền mặt,Nhận tại cửa hàng,Online,2,Hai tuần một lần,14.0,1658000.0,1546748.0,6671342.0,0,0,Khách hàng phổ thông / mới,0.6563600771999154
502,49,Nữ,Hà Nội,Miền Bắc,Bông tai,Vàng 24K,24,2.29,0,Quà tặng người yêu,4904000.0,23882000.0,3.2,Có,Có,Không,Thẻ tín dụng,Nhận tại cửa hàng,Online,11,Hàng tháng,34.0,10789000.0,12184018.0,5048431.0,0,0,Khách hàng phổ thông / mới,0.3345888309141236
503,64,Nữ,Bắc Ninh,Miền Bắc,Bông tai,Vàng 18K,18,4.98,0,Quà tặng người yêu,7026000.0,7900000.0,3.1,Không,Có,Có,Ví điện tử (Momo/ZaloPay),Nhận tại cửa hàng,Online,18,Hàng tháng,29.0,25294000.0,23452597.0,9766346.0,0,3,Khách hàng trung thành,0.24847839520018605
504,59,Nữ,Đồng Nai,Miền Nam,Nhẫn,Bạc,5,6.71,0,Tự mua sắm,483000.0,13365000.0,2.5,Không,Có,Có,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Tại cửa hàng,22,Hàng năm,373.0,2125000.0,1897625.0,29068.0,0,2,Khách hàng có nguy cơ rời bỏ,0.3446462055087185
505,31,Nữ,Đà Nẵng,Miền Trung,Vòng tay,Vàng 18K,18,7.55,0,Cưới hỏi,11759000.0,22000000.0,4.6,Không,Không,Không,Tiền mặt,Giao hàng nhanh,Tại cửa hàng,10,Hàng năm,403.0,23518000.0,23816679.0,964064.0,1,2,Khách hàng có nguy cơ rời bỏ,0.5478651706099588
506,39,Nữ,Bà Rịa - Vũng Tàu,Miền Nam,Bông tai,Bạch kim,20,2.9,0,Sinh nhật,5775000.0,18493000.0,3.8,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Giao hàng tiêu chuẩn,Tại cửa hàng,22,Hàng tháng,32.0,25410000.0,24574011.0,4779991.0,0,3,Khách hàng trung thành,0.6031469652080446
507,43,Nữ,Quảng Ngãi,Miền Trung,Vòng tay,Vàng đính đá quý,18,7.1,1,Cưới hỏi,15326000.0,18867000.0,4.0,Không,Không,Có,Chuyển khoản ngân hàng,Giao hàng nhanh,Online,9,Nửa năm một lần,204.0,27587000.0,26993880.0,2056202.0,0,0,Khách hàng phổ thông / mới,0.3511885314978497
508,29,Nữ,Quảng Ngãi,Miền Trung,Nhẫn,Vàng 18K,18,4.58,0,Sinh nhật,6864000.0,17465000.0,3.7,Không,Có,Không,Tiền mặt,Giao hàng nhanh,Online,5,Hàng năm,380.0,6864000.0,6599050.0,484112.0,0,2,Khách hàng có nguy cơ rời bỏ,0.4049083692434199
509,30,Nữ,Vĩnh Phúc,Miền Bắc,Bông tai,Bạch kim,20,2.82,0,Tự mua sắm,4967000.0,18505000.0,2.8,Không,Có,Không,Thẻ tín dụng,Giao hàng tiêu chuẩn,Online,3,Hàng quý,102.0,2980000.0,2712098.0,1233688.0,0,0,Khách hàng phổ thông / mới,0.5057022449162403
510,29,Nữ,Bắc Ninh,Miền Bắc,Nhẫn,Vàng 24K,24,7.95,0,Sinh nhật,15343000.0,7760000.0,3.6,Có,Có,Không,Ví điện tử (Momo/ZaloPay),Giao hàng tiêu chuẩn,Tại cửa hàng,27,Hàng năm,380.0,82852000.0,95851479.0,1221869.0,0,2,Khách hàng có nguy cơ rời bỏ,0.14397527670534813
511,65,Nữ,Kiên Giang,Miền Nam,Vòng tay,Vàng 18K,18,10.83,0,Quà tặng người yêu,17167000.0,21293000.0,3.2,Không,Không,Không,Thẻ tín dụng,Giao hàng tiêu chuẩn,Online,20,Hàng năm,324.0,68668000.0,64060377.0,1351788.0,1,2,Khách hàng có nguy cơ rời bỏ,0.729792510459869
512,53,Nam,Hải Phòng,Miền Bắc,Dây chuyền,Vàng 24K,24,3.6,0,Sinh nhật,7717000.0,19645000.0,4.7,Không,Có,Không,Tiền mặt,Nhận tại cửa hàng,Online,25,Hàng năm,348.0,38585000.0,39294964.0,697645.0,1,2,Khách hàng có nguy cơ rời bỏ,0.45037008919050475
513,58,Nữ,Khánh Hòa,Miền Trung,Dây chuyền,Vàng 24K,24,9.25,0,Sinh nhật,20560000.0,28945000.0,4.3,Không,Không,Không,Chuyển khoản ngân hàng,Giao hàng tiêu chuẩn,Tại cửa hàng,17,Nửa năm một lần,180.0,69904000.0,69596422.0,3395680.0,1,3,Khách hàng trung thành,0.6057967035626539
514,57,Nam,Hưng Yên,Miền Bắc,Lắc chân,Vàng 24K,24,11.16,0,Sinh nhật,24102000.0,27266000.0,2.9,Không,Không,Không,Ví điện tử (Momo/ZaloPay),Nhận tại cửa hàng,Tại cửa hàng,18,Hàng quý,98.0,86767000.0,79461219.0,7060824.0,1,3,Khách hàng trung thành,0.7615005155698094
515,64,Nữ,Hưng Yên,Miền Bắc,Nhẫn,Vàng 24K,24,3.9,0,Quà tặng người yêu,8698000.0,6000000.0,4.3,Không,Không,Có,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Online,9,Hàng tháng,28.0,15656000.0,15587114.0,7796874.0,0,0,Khách hàng phổ thông / mới,0.30929415906349245
516,23,Nữ,Gia Lai,Miền Trung,Trang sức bộ,Bạch kim,20,30.46,0,Quà tặng người yêu,50220000.0,14238000.0,3.9,Có,Có,Không,Ví điện tử (Momo/ZaloPay),Giao hàng tiêu chuẩn,Tại cửa hàng,3,Hàng năm,364.0,30132000.0,35483443.0,3709304.0,1,2,Khách hàng có nguy cơ rời bỏ,0.5026981791632138
517,60,Nam,Đồng Nai,Miền Nam,Lắc chân,Bạc,5,6.75,1,Sinh nhật,2746000.0,34215000.0,2.7,Không,Không,Không,Tiền mặt,Giao hàng tiêu chuẩn,Online,22,Hàng tháng,28.0,12082000.0,10926961.0,3342187.0,0,3,Khách hàng trung thành,0.6654205446677401
518,21,Nữ,Bình Dương,Miền Nam,Dây chuyền,Vàng đính đá quý,18,9.82,1,Cưới hỏi,21553000.0,25601000.0,2.7,Không,Có,Không,Chuyển khoản ngân hàng,Giao hàng nhanh,Tại cửa hàng,6,Hàng quý,87.0,25864000.0,23391402.0,8102182.0,0,0,Khách hàng phổ thông / mới,0.5498475632404178
519,40,Nữ,Bà Rịa - Vũng Tàu,Miền Nam,Dây chuyền,Bạc,5,9.03,0,Tự mua sắm,396000.0,23836000.0,2.9,Không,Không,Không,Chuyển khoản ngân hàng,Giao hàng tiêu chuẩn,Online,27,Hàng tháng,28.0,2138000.0,1957980.0,349628.0,1,3,Khách hàng trung thành,0.7701635763546061
520,46,Nữ,Vĩnh Phúc,Miền Bắc,Nhẫn,Bạc,5,7.18,0,Cưới hỏi,790000.0,17241000.0,4.5,Không,Không,Có,Ví điện tử (Momo/ZaloPay),Nhận tại cửa hàng,Online,3,Hàng quý,102.0,474000.0,477318.0,236507.0,0,0,Khách hàng phổ thông / mới,0.5014041350762184
521,35,Nam,Đà Nẵng,Miền Trung,Trang sức bộ,Vàng 24K,24,24.2,0,Cưới hỏi,47263000.0,25281000.0,4.6,Không,Có,Có,Chuyển khoản ngân hàng,Nhận tại cửa hàng,Tại cửa hàng,30,Hai tuần một lần,16.0,283578000.0,287179441.0,100603698.0,0,1,Khách hàng VIP (giá trị cao nhất),0.1252319923970132
